writeWord	candidatWord	phoneticwriteWord	phoneticCanditatWord	levenshteinDistancePhonetic	firstLetterIdentical	wordLength	fauteOrtographe
ccordarone	cordarone	KORDARON	KORDARON	0	1	10	1
cedee	cedre	SED	SEDR	1	1	5	0
cefepim	cefepime	SEFEPIM	SEFEPIM	0	1	7	1
cefotian	cefotiam	SEFOTIAN	SEFOTIAM	1	1	8	1
ceftaxidime	ceftazidime	SEFTAXIDIM	SEFTAZIDIM	1	1	11	1
ceftazidieme	ceftazidime	SEFTAZIDIEM	SEFTAZIDIM	1	1	12	1
ceftazidim	ceftazidime	SEFTAZIDIM	SEFTAZIDIM	0	1	10	1
ceine	reine	SAIN	RAIN	1	0	5	0
celastamine	celestamine	SELASTAMIN	SELESTAMIN	1	1	11	1
celccept	cellcept	SELKSEP	SELSEP	1	1	8	1
celcept	cellcept	SELSEP	SELSEP	0	1	7	1
celestne	celestene	SELESTN	SELESTAN	1	1	8	1
cenac	genac	SENAK	JENAK	1	0	5	0
cenon	xenon	SENON	XENON	1	0	5	0
cereus	cereux	SER	SER	0	1	6	0
cerou	perou	SEROU	PEROU	1	0	5	0
certicana	certican	SERTIKANA	SERTIKAN	1	1	9	1
ceruse	cerise	SERUS	SERIS	1	1	6	0
cetre	cedre	SETR	SEDR	1	1	5	0
chabrin	chagrin	CHABRIN	CHAGRIN	1	1	7	0
chaline	choline	CHALIN	KOLIN	3	1	7	0
chambon	charbon	CHANBON	CHARBON	1	1	7	0
chane	chene	CHAN	CHAN	0	1	5	0
chardan	chardon	CHARDAN	CHARDON	1	1	7	0
chardon	charbon	CHARDON	CHARBON	1	1	7	0
chardons	chardon	CHARDON	CHARDON	0	1	8	0
chardot	chardon	CHARDO	CHARDON	1	1	7	0
charon	charbon	CHARON	CHARBON	1	1	6	0
charrin	chagrin	CHARIN	CHAGRIN	1	1	7	0
charron	charbon	CHARON	CHARBON	1	1	7	0
charton	charbon	CHARTON	CHARBON	1	1	7	0
chenel	chene	CHENEL	CHAN	3	1	6	0
chenu	chene	CHENU	CHAN	2	1	5	0
cheny	chene	CHENI	CHAN	2	1	5	0
cheve	chene	CHEV	CHAN	2	1	5	0
cheyne	chene	CHEIN	CHAN	2	1	6	0
chimene	climene	CHIMAN	KLIMAN	2	1	7	0
chive	cuive	CHIV	KUIV	2	1	5	0
chlarmadinone	chlormadinone	CHLARMADINON	KLORMADINON	3	1	13	1
chloe	chlore	KLO	KLOR	1	1	5	0
chlorexidine	chlorhexidine	KLOREXIDIN	KLOREXIDIN	0	1	12	1
chloridrate	chlorydrate	KLORIDRAT	KLORIDRAT	0	1	11	1
chlorurie	chlorure	KLORURI	KLORUR	1	1	9	1
cholesterole	cholesterol	KOLESTEROL	KOLESTEROL	0	1	12	1
cholre	chlore	KOLR	KLOR	2	1	6	1
chrne	chene	KRN	CHAN	3	1	5	0
chron	chrono	KRON	KRONO	1	1	5	0
ciclo	cyclo	SIKLO	SIKLO	0	1	5	1
cicloporine	ciclosporine	SIKLOPORIN	SIKLOSPORIN	1	1	11	1
cidex	videx	SID	VID	1	0	5	0
cidre	cire	SIDR	SIR	1	1	5	0
cilloxan	ciloxan	SILOXAN	SILOXAN	0	1	8	1
cilosan	ciloxan	SILOSAN	SILOXAN	1	1	7	1
ciloxana	ciloxan	SILOXANA	SILOXAN	1	1	8	1
cimevan	cymevan	SIMEVAN	SIMEVAN	0	1	7	1
ciprofoxacine	ciprofloxacine	SIPROFOXASIN	SIPROFLOXASIN	1	1	13	1
ciprolan	cipralan	SIPROLAN	SIPRALAN	1	1	8	0
circaden	circadin	SIRKADAN	SIRKADIN	1	1	8	0
ciron	citron	SIRON	SITRON	1	1	5	0
cisatracrium	cisatracurium	SISATRAKRIUM	SISATRAKURIUM	1	1	12	1
citalorpam	citalopram	SITALORPAM	SITALOPRAM	2	1	10	1
citras	citral	SITRA	SITRAL	1	1	6	0
citratee	citrate	SITRAT	SITRAT	0	1	8	1
citrin	citron	SITRIN	SITRON	1	1	6	0
citruilline	citrulline	SITRUILIN	SITRULIN	1	1	11	1
citruline	citrulline	SITRULIN	SITRULIN	0	1	9	1
gentamycine	gentamicine	JANTAMISIN	JANTAMISIN	0	1	11	1
clairig	clairyg	KLAIRIG	KLAIRIG	0	1	7	1
clamoxil	clamoxyl	KLAMOXIL	KLAMOXIL	0	1	8	1
clamoxyla	clamoxyl	KLAMOXILA	KLAMOXIL	1	1	9	1
clamoxyol	clamoxyl	KLAMOXIOL	KLAMOXIL	1	1	9	1
clarithrommycine	clarithromycine	KLARITROMISIN	KLARITROMISIN	0	1	16	1
claritromycine	clarithromycine	KLARITROMISIN	KLARITROMISIN	0	1	14	1
clarityine	clarityne	KLARITIN	KLARITIN	0	1	10	1
clarythromycine	clarithromycine	KLARITROMISIN	KLARITROMISIN	0	1	15	1
clements	elements	KLEMAN	ELEMAN	1	0	8	0
clindamcyine	clindamycine	KLINDAMSIN	KLINDAMISIN	1	1	12	1
clobetazol	clobetasol	KLOBETAZOL	KLOBETASOL	1	1	10	1
clonid	clomid	KLONI	KLOMI	1	1	6	0
clopidoggrel	clopidogrel	KLOPIDOGREL	KLOPIDOGREL	0	1	12	1
clostridum	clostridium	KLOSTRIDUM	KLOSTRIDIUM	1	1	10	1
clostrifium	clostridium	KLOSTRIFIUM	KLOSTRIDIUM	1	1	11	0
clottafct	clottafact	KLOTAFKT	KLOTAFAKT	1	1	9	0
clynomel	cynomel	KLINOMEL	SINOMEL	2	1	8	0
coapprovel	coaprovel	KOAPROVEL	KOAPROVEL	0	1	10	1
coaprovol	coaprovel	KOAPROVOL	KOAPROVEL	1	1	9	1
cochicine	colchicine	KOCHISIN	KOLCHISIN	1	1	9	1
cochin	cochon	KOCHIN	KOCHON	1	1	6	0
codee	iodee	KOD	IOD	1	0	5	0
codeinea	codeine	KODAINEA	KODAIN	2	1	8	1
codifiee	modifiee	KODIFI	MODIFI	1	0	8	0
codolipranes	codoliprane	KODOLIPRAN	KODOLIPRAN	0	1	12	1
codon	codion	KODON	KODION	1	1	5	0
coedeine	codeine	KOEDAIN	KODAIN	1	1	8	1
coene	chene	KOAN	CHAN	2	1	5	0
colchichine	colchicine	KOLCHICHIN	KOLCHISIN	2	1	11	1
colcimax	colchimax	KOLSIMA	KOLCHIMA	2	1	8	1
colhicine	colchicine	KOLISIN	KOLCHISIN	2	1	9	1
colimyxine	colimycine	KOLIMIXIN	KOLIMISIN	1	1	10	1
coline	choline	KOLIN	KOLIN	0	1	6	0
colique	cholique	KOLIK	KOLIK	0	1	7	0
collure	collyre	KOLUR	KOLIR	1	1	7	0
colly	collu	KOLI	KOLU	1	1	5	0
colopreg	colopeg	KOLOPREG	KOLOPEG	1	1	8	1
coloree	colore	KOLOR	KOLOR	0	1	7	0
colorees	coloree	KOLOR	KOLOR	0	1	8	0
colot	colon	KOLO	KOLON	1	1	5	0
colportophine	colpotrophine	KOLPORTOFIN	KOLPOTROFIN	2	1	13	1
colre	colore	KOLR	KOLOR	1	1	5	0
colson	colon	KOLSON	KOLON	1	1	6	0
colymycine	colimycine	KOLINISIN	KOLIMISIN	1	1	10	1
colyre	collyre	KOLIR	KOLIR	0	1	6	1
comba	combi	KONBA	KONBI	1	1	5	0
combs	combi	KONB	KONBI	1	1	5	0
comby	combi	KONBI	KONBI	0	1	5	0
commensal	compensal	KOMANSAL	KONPANSAL	2	1	9	0
complee	complexe	KONPL	KONPLEX	2	1	7	0
compleme	complexe	KONPLEM	KONPLEX	1	1	8	0
compote	compose	KONPOT	KONPOS	1	1	7	0
conan	nonan	KONAN	NONAN	1	0	5	0
conchon	cochon	KONCHON	KOCHON	1	1	7	0
condrosulf	chondrosulf	KONDROSULF	KONDROSULF	0	1	10	1
confre	contre	KONFR	KONTR	1	1	6	0
conjoncctivite	conjonctivite	KONJONKTIVIT	KONJONKTIVIT	0	1	14	1
contin	continu	KONTIN	KONTINU	1	1	6	0
continuee	continue	KONTINU	KONTINU	0	1	9	0
continus	continu	KONTINU	KONTINU	0	1	8	0
contol	control	KONTOL	KONTROL	1	1	6	0
contole	controle	KONTOL	KONTROL	1	1	7	0
contr	contre	KONTR	KONTR	0	1	5	0
contration	contrathion	KONTRASION	KONTRASION	0	1	10	0
contrle	controle	KONTRL	KONTROL	1	1	7	0
contro	control	KONTRO	KONTROL	1	1	6	0
controlea	controle	KONTROLEA	KONTROL	2	1	9	0
coquelucedal	coquelusedal	KOKELUSEDAL	KOKELUSEDAL	0	1	12	1
coraline	coramine	KORALIN	KORAMIN	1	1	8	0
corancyl	cortancyl	KORANSIL	KORTANSIL	1	1	8	1
corotrop	corotrope	KOROTRO	KOROTROP	1	1	8	1
corset	norset	KORS	NORS	1	0	6	0
cortancil	cortancyl	KORTANSIL	KORTANSIL	0	1	9	1
corversyl	coversyl	KORVERSIL	KOVERSIL	1	1	9	1
cosoptx	cosopt	KOSOP	KOSOP	0	1	7	1
chenes	chene	CHAN	CHAN	0	1	6	1
combo	combi	KONBO	KONBI	1	1	5	0
conrtole	controle	KONRTOL	KONTROL	2	1	8	1
cospot	cosopt	KOSPO	KOSOP	2	1	6	1
costine	cystine	KOSTIN	SISTIN	2	1	7	0
cotancyl	cortancyl	KOTANSIL	KORTANSIL	1	1	8	1
cotiatec	cotriatec	KOTIATEK	KOTRIATEK	1	1	8	1
cotre	contre	KOTR	KONTR	1	1	5	0
cotrole	controle	KOTROL	KONTROL	1	1	7	1
cougard	corgard	KOUGAR	KORGAR	1	1	7	0
couleau	bouleau	KOULO	BOULO	1	0	7	0
coulon	colon	KOULON	KOLON	1	1	6	0
coumadne	coumadine	KOUMADN	KOUMADIN	1	1	8	1
cozopt	cosopt	KOZOP	KOSOP	1	1	6	1
cpres	pres	CPR	PR	1	0	5	0
cremer	creme	KREM	KREM	0	1	6	0
cremes	creme	KREM	KREM	0	1	6	1
crenn	creon	KRAN	KREON	2	1	5	0
crista	cristal	KRISTA	KRISTAL	1	1	6	0
crystal	cristal	KRISTAL	KRISTAL	0	1	7	0
cteur	coeur	KTER	KER	1	1	5	0
cubicine	cubicin	KUBISIN	KUBISIN	0	1	8	1
cuivree	cuivre	KUIVR	KUIVR	0	1	7	1
culure	culture	KULUR	KULTUR	1	1	6	1
curacnee	curacne	KURAKN	KURAKN	0	1	8	1
cutanees	cutanee	KUTAN	KUTAN	0	1	8	1
cutaneo	cutanee	KUTANEO	KUTAN	2	1	7	0
cuttanee	cutanee	KUTAN	KUTAN	0	1	8	1
cutanes	cutanee	KUTAN	KUTAN	0	1	7	0
cyclosporine	ciclosporine	SIKLOSPORIN	SIKLOSPORIN	0	1	12	1
cystite	cystine	SISTIT	SISTIN	1	1	7	0
cytalopram	citalopram	SITALOPRAM	SITALOPRAM	0	1	10	1
cytatabine	cytarabine	SITATABIN	SITARABIN	1	1	10	1
dabilify	abilify	DABILIFI	ABILIFI	1	0	8	1
daciclovir	aciclovir	DASIKLOVIR	ASIKLOVIR	1	0	10	1
dacryserum	dacryoserum	DAKRISERUM	DAKRIOSERUM	1	1	10	1
dactarin	daktarin	DAKTARIN	DAKTARIN	0	1	8	1
daction	action	DAKSION	AKSION	1	0	7	1
dactiskenan	actiskenan	DAKTISKENAN	AKTISKENAN	1	0	11	1
dactivite	activite	DAKTIVIT	AKTIVIT	1	0	9	1
dacupan	acupan	DAKUPAN	AKUPAN	1	0	7	1
dadenosine	adenosine	DADENOSIN	ADENOSIN	1	0	10	1
dadrenaline	adrenaline	DADRENALIN	ADRENALIN	1	0	11	1
dafalfan	dafalgan	DAFALFAN	DAFALGAN	1	1	8	1
dailly	daily	DAILI	DAILI	0	1	6	0
daivobex	daivonex	DAIVOB	DAIVON	1	1	8	1
dakir	dakin	DAKIR	DAKIN	1	1	5	0
dalacin	dalacine	DALASIN	DALASIN	0	1	7	1
dalanine	alanine	DALANIN	ALANIN	1	0	8	0
dalbumine	albumine	DALBUMIN	ALBUMIN	1	0	9	1
dalcool	alcool	DALKOL	ALKOL	1	0	7	1
daldactone	aldactone	DALDAKTON	ALDAKTON	1	0	10	1
dalginate	alginate	DALJINAT	ALJINAT	1	0	9	1
dallergie	allergie	DALERJI	ALERJI	1	0	9	1
dametycine	ametycine	DAMETISIN	AMETISIN	1	0	10	1
damoxicilline	amoxicilline	DAMOXISILIN	AMOXISILIN	1	0	13	1
damycor	amycor	DAMIKOR	AMIKOR	1	0	7	1
dandrocur	androcur	DANDROKUR	ANDROKUR	1	0	9	1
dandrotardyl	androtardyl	DANDROTARDIL	ANDROTARDIL	1	0	12	1
danexate	anexate	DANEXAT	ANEXAT	1	0	8	1
danis	anis	DANI	ANI	1	0	5	0
dapranax	apranax	DAPRANA	APRANA	1	0	8	1
daprovel	aprovel	DAPROVEL	APROVEL	1	0	8	1
daranesp	aranesp	DARANESP	ARANESP	1	0	8	1
dargent	argent	DARJAN	ARJAN	1	0	7	1
darmo	dermo	DARMO	DERMO	1	1	5	1
dasparaginase	asparaginase	DASPARAJINAS	ASPARAJINAS	1	0	13	1
datarax	atarax	DATARA	ATARA	1	0	7	1
daugmentin	augmentin	DOGMANTIN	OGMANTIN	1	0	10	1
daunorubicile	daunorubicine	DONORUBISIL	DONORUBISIN	1	1	13	1
davastin	avastin	DAVASTIN	AVASTIN	1	0	8	1
davlocardyl	avlocardyl	DAVLOKARDIL	AVLOKARDIL	1	0	11	1
dazacitidine	azacitidine	DAZASITIDIN	AZASITIDIN	1	0	12	1
dazathioprine	azathioprine	DAZATIOPRIN	AZATIOPRIN	1	0	13	1
dazote	azote	DAZOT	AZOT	1	0	6	1
dcoteur	docteur	DKOTER	DOKTER	2	1	7	1
ddebridat	debridat	DEBRIDA	DEBRIDA	0	1	9	1
ddiane	diane	DIAN	DIAN	0	1	6	1
debbridat	debridat	DEBRIDA	DEBRIDA	0	1	9	1
debritdat	debridat	DEBRITDA	DEBRIDA	1	1	9	1
decodin	dicodin	DEKODIN	DIKODIN	1	1	7	0
dedex	edex	DED	ED	1	0	5	1
deductyl	eductyl	DEDUKTI	EDUKTI	1	0	8	1
deflux	reflux	DEFLU	REFLU	1	0	6	0
delements	elements	DELEMAN	ELEMAN	1	0	9	1
damlor	amlor	DAMLOR	AMLOR	1	0	6	0
danafranil	anafranil	DANAFRANIL	ANAFRANIL	1	0	10	1
danin	dakin	DANIN	DAKIN	1	1	5	0
datenolol	atenolol	DATENOLOL	ATENOLOL	1	0	9	1
delobel	desobel	DELOBEL	DESOBEL	1	1	7	0
deman	decan	DEMAN	DEKAN	1	1	5	0
demidose	delidose	DEMIDOS	DELIDOS	1	1	8	0
demploi	emploi	DANPLOI	ANPLOI	1	0	7	0
denantone	enantone	DENANTON	ENANTON	1	0	9	1
denbrel	enbrel	DANBREL	ANBREL	1	0	7	1
dencephalite	encephalite	DANSEFALIT	ANSEFALIT	1	0	12	1
dendoxan	endoxan	DANDOXAN	ANDOXAN	1	0	8	1
dennie	rennie	DENI	RENI	1	0	6	0
dentee	dentex	DANT	DANT	0	1	6	0
depamine	depamide	DEPAMIN	DEPAMID	1	1	8	1
depan	decan	DEPAN	DEKAN	1	1	5	0
derbe	herbe	DERB	ERB	1	0	5	0
derme	dermo	DERM	DERMO	1	1	5	0
deroxate	deroxat	DEROXAT	DEROXA	1	1	8	1
deslopratadine	desloratadine	DESLOPRATADIN	DESLORATADIN	1	1	14	1
desloraladine	desloratadine	DESLORALADIN	DESLORATADIN	1	1	13	1
desport	dysport	DESPOR	DISPOR	1	1	7	0
detat	etat	DETA	ETA	1	0	5	1
deter	peter	DET	PET	1	0	5	0
deticne	deticene	DETIKN	DETISAN	2	1	7	1
devan	decan	DEVAN	DEKAN	1	1	5	0
devbridat	debridat	DEVBRIDA	DEBRIDA	1	1	9	1
dexambuthol	dexambutol	DEXANBUTOL	DEXANBUTOL	0	1	11	1
dexamethazone	dexamethasone	DEXAMETAZON	DEXAMETASON	1	1	13	1
dexamethosone	dexamethasone	DEXAMETOSON	DEXAMETASON	1	1	13	1
dexelon	exelon	DEXELON	EXELON	1	0	7	1
dexjade	exjade	DEXJAD	EXJAD	1	0	7	1
dexomethasone	dexamethasone	DEXOMETASON	DEXAMETASON	1	1	13	1
dhelicobacter	helicobacter	DELIKOBAKT	ELIKOBAKT	1	0	13	1
dhemi	hemi	DEMI	EMI	1	0	5	1
dhepatite	hepatite	DEPATIT	EPATIT	1	0	9	1
dhepato	hepato	DEPATO	EPATO	1	0	7	1
dhexatrione	hexatrione	DEXATRION	EXATRION	1	0	11	1
dhormone	hormone	DORMON	ORMON	1	0	8	1
dhuile	huile	DUIL	UIL	1	0	6	1
dhumalog	humalog	DUMALOG	UMALOG	1	0	8	1
dhydrocortancyl	hydrocortancyl	DIDROKORTANSIL	IDROKORTANSIL	1	0	15	1
dhydrocortisone	hydrocortisone	DIDROKORTISON	IDROKORTISON	1	0	15	1
diabere	diabene	DIABER	DIABAN	2	1	7	0
diabetique	diacetique	DIABETIK	DIASETIK	1	1	10	0
diabte	diable	DIABT	DIABL	1	1	6	0
dialysee	dialyse	DIALIS	DIALIS	0	1	8	1
diana	diane	DIANA	DIAN	1	1	5	0
diavobet	daivobet	DIAVOB	DAIVOB	2	1	8	1
diaye	diane	DIAI	DIAN	1	1	5	0
dibuprofene	ibuprofene	DIBUPROFAN	IBUPROFAN	1	0	11	1
diclofenax	diclofenac	DIKLOFENA	DIKLOFENAK	1	1	10	1
diene	diane	DIN	DIAN	1	1	5	0
diffi	diffu	DIFI	DIFU	1	1	5	0
digoxyne	digoxine	DIGOXIN	DIGOXIN	0	1	8	1
dimmunoglobuline	immunoglobuline	DIMINOGLOBULIN	IMINOGLOBULIN	1	0	16	1
dimovane	imovane	DIMOVAN	IMOVAN	1	0	8	1
dinductos	inductos	DINDUKTO	INDUKTO	1	0	9	1
dinexium	inexium	DINEXIUM	INEXIUM	1	0	8	1
dinfanrix	infanrix	DINFANRI	INFANRI	1	0	9	1
dinhalation	inhalation	DINALASION	INALASION	1	0	11	1
dinhibiteur	inhibiteur	DINIBITER	INIBITER	1	0	11	1
dinnohep	innohep	DINOEP	INOEP	1	0	8	1
dinoprotone	dinoprostone	DINOPROTON	DINOPROSTON	1	1	11	1
dinsuline	insuline	DINSULIN	INSULIN	1	0	9	1
diode	iode	DIOD	IOD	1	0	5	1
dione	diane	DION	DIAN	1	1	5	0
dipropan	ditropan	DIPROPAN	DITROPAN	1	1	8	1
diris	iris	DIRI	IRI	1	0	5	0
discus	diskus	DISKU	DISKU	0	1	6	0
disku	diskus	DISKU	DISKU	0	1	5	1
disoprolol	bisoprolol	DISOPROLOL	BISOPROLOL	1	0	10	0
disoptine	isoptine	DISOPTIN	ISOPTIN	1	0	9	1
disqueuse	visqueuse	DISKES	VISKES	1	0	9	0
disuprel	isuprel	DISUPREL	ISUPREL	1	0	8	1
doceur	docteur	DOSER	DOKTER	2	1	6	0
docteeur	docteur	DOKTER	DOKTER	0	1	8	1
docteurr	docteur	DOKTER	DOKTER	0	1	8	1
docteut	docteur	DOKT	DOKTER	2	1	7	1
docteuur	docteur	DOKTER	DOKTER	0	1	8	1
doctteur	docteur	DOKTER	DOKTER	0	1	8	1
doctur	docteur	DOKTUR	DOKTER	1	1	6	1
dodin	zodin	DODIN	ZODIN	1	0	5	0
doflocet	oflocet	DOFLOS	OFLOS	1	0	8	1
dogoxine	digoxine	DOGOXIN	DIGOXIN	1	1	8	1
dolie	doli	DOLI	DOLI	0	1	5	0
doliprande	doliprane	DOLIPRAND	DOLIPRAN	1	1	10	1
doliprrane	doliprane	DOLIPRAN	DOLIPRAN	0	1	10	1
doliptane	doliprane	DOLIPTAN	DOLIPRAN	1	1	9	1
dolpprane	doliprane	DOLPRAN	DOLIPRAN	1	1	9	1
donorubicine	doxorubicine	DONORUBISIN	DOXORUBISIN	1	1	12	1
doocteur	docteur	DOUKTER	DOKTER	1	1	8	1
doramorph	oramorph	DORAMORF	ORAMORF	1	0	9	1
dorbenine	orbenine	DORBENIN	ORBENIN	1	0	9	1
dorogesic	durogesic	DOROJESIK	DUROJESIK	1	1	9	1
dorozamudol	orozamudol	DOROZAMUDOL	OROZAMUDOL	1	0	11	1
dostilnex	dostinex	DOSTILN	DOSTIN	1	1	9	1
doucet	douce	DOUS	DOUS	0	1	6	0
douteur	docteur	DOUTER	DOKTER	1	1	7	0
douve	douce	DOUV	DOUS	1	1	5	0
douwe	douce	DOUW	DOUS	1	1	5	1
doxapine	doxepine	DOXAPIN	DOXEPIN	1	1	8	1
doxcycycline	doxycycline	DOXSISIKLIN	DOXISIKLIN	1	1	12	1
doxicycline	doxycycline	DOXISIKLIN	DOXISIKLIN	0	1	11	1
doxycylcline	doxycycline	DOXISILKLIN	DOXISIKLIN	1	1	12	1
doxycyline	doxycycline	DOXISILIN	DOXISIKLIN	1	1	10	1
doxygene	oxygene	DOXIJAN	OXIJAN	1	0	8	1
doxynorm	oxynorm	DOXINORM	OXINORM	1	0	8	1
drains	grains	DRIN	GRIN	1	0	6	0
drane	diane	DRAN	DIAN	1	1	5	1
driane	diane	DRIAN	DIAN	1	1	6	0
dtpca	dtpa	DTPKA	DTPA	1	1	5	0
dulcilarme	dulcilarmes	DULSILARM	DULSILARM	0	1	10	1
dumalog	humalog	DUMALOG	UMALOG	1	0	7	0
duoplpavin	duoplavin	DUOPLPAVIN	DUOPLAVIN	1	1	10	1
dusage	usage	DUSAJ	USAJ	1	0	6	1
dutrogestan	utrogestan	DUTROJESTAN	UTROJESTAN	1	0	11	1
duvedose	uvedose	DUVEDOS	UVEDOS	1	0	8	1
ecreme	creme	EKREM	KREM	1	0	6	0
ecris	ceris	EKRI	SERI	2	0	5	0
ectazide	ecazide	EKTAZID	EKAZID	1	1	8	1
dheparine	heparine	DEPARIN	EPARIN	1	0	9	1
doxycicline	doxycycline	DOXISIKLIN	DOXISIKLIN	0	1	11	1
desonde	desonide	DESOND	DESONID	1	1	7	0
dromera	drosera	DROMERA	DROSERA	1	1	7	0
ection	action	EKSION	AKSION	1	0	6	0
edical	medical	EDIKAL	MEDIKAL	1	0	6	0
edison	ediston	EDISON	EDISTON	1	1	6	0
eductyla	eductyl	EDUKTILA	EDUKTI	2	1	8	1
eenfants	enfants	ANFAN	ANFAN	0	1	8	1
eferalgan	efferalgan	EFERALGAN	EFERALGAN	0	1	9	1
effavirenz	efavirenz	EFAVIRANZ	EFAVIRANZ	0	1	10	1
effedem	effederm	EFEDEM	EFEDERM	1	1	7	1
efferalan	efferalgan	EFERALAN	EFERALGAN	1	1	9	1
effortyl	effortil	EFORTI	EFORTI	0	1	8	1
eflexor	effexor	EFLEXOR	EFEXOR	1	1	7	1
electrolyses	electrolytes	ELEKTROLIS	ELEKTROLIT	1	1	12	0
eleemnts	elements	ELEMN	ELEMAN	1	1	8	1
elemennts	elements	ELEMAN	ELEMAN	0	1	9	1
elene	eleve	ELAN	ELEV	2	1	5	0
eliane	meliane	ELIAN	MELIAN	1	0	6	0
elicard	eligard	ELIKAR	ELIGAR	1	1	7	0
eligar	eligard	ELIGAR	ELIGAR	0	1	6	1
elinor	elisor	ELINOR	ELISOR	1	1	6	0
elise	elase	ELIS	ELAS	1	1	5	0
elizor	elisor	ELIZOR	ELISOR	1	1	6	0
ellea	eylea	ELEA	EILEA	1	1	5	0
elments	elements	ELMAN	ELEMAN	1	1	7	1
eloda	xeloda	ELODA	XELODA	1	0	5	0
elseve	eleve	ELSEV	ELEV	1	1	6	0
embrel	enbrel	ANBREL	ANBREL	0	1	6	1
ement	emend	EMAN	EMAN	0	1	5	0
emeraude	emerade	EMEROD	EMERAD	1	1	8	0
emere	mere	EMER	MER	1	0	5	0
emerit	temerit	EMERI	TEMERI	1	0	6	0
emery	egery	EMERI	EJERI	1	1	5	0
emine	hemine	EMIN	EMIN	0	0	5	0
enanthone	enantone	ENANTON	ENANTON	0	1	9	1
encephaliite	encephalite	ANSEFALIT	ANSEFALIT	0	1	12	1
encephalites	encephalite	ANSEFALIT	ANSEFALIT	0	1	12	1
enfats	enfants	ANFA	ANFAN	1	1	6	1
eosino	eosine	EOSINO	EOSIN	1	1	6	0
eostradiol	estradiol	EOSTRADIOL	ESTRADIOL	1	1	10	1
equide	equine	EKID	EKIN	1	1	6	0
equin	equine	EKIN	EKIN	0	1	5	0
erick	prick	ERIK	PRIK	1	0	5	0
ertapeneme	ertapenem	ERTAPENEM	ERTAPENEM	0	1	10	1
ertapenme	ertapenem	ERTAPENM	ERTAPENEM	1	1	9	1
erwiniase	erwinase	EROUINIAS	EROUINAS	1	1	9	1
erythrocyne	erythrocine	ERITROSIN	ERITROSIN	0	1	11	1
erythromicine	erythromycine	ERITROMISIN	ERITROMISIN	0	1	13	1
erytrocine	erythrocine	ERITROSIN	ERITROSIN	0	1	10	1
erytromycine	erythromycine	ERITROMISIN	ERITROMISIN	0	1	12	1
esidrix	esidrex	ESIDRI	ESIDR	1	1	7	1
esitrex	esidrex	ESITR	ESIDR	1	1	7	1
espces	especes	ESPS	ESPES	1	1	6	1
esther	ether	EST	ET	1	1	6	0
etambutol	ethambutol	ETANBUTOL	ETANBUTOL	0	1	9	1
etaot	etat	ETAO	ETA	1	1	5	0
etatt	etat	ETA	ETA	0	1	5	1
etesse	ketesse	ETES	KETES	1	0	6	0
ethylo	ethyl	ETILO	ETI	2	1	6	0
ethylique	ethyliques	ETILIK	ETILIK	0	1	9	1
ethylphenidate	methylphenidate	ETILFENIDAT	METILFENIDAT	1	0	14	0
etrat	etat	ETRA	ETA	1	1	5	0
etravirin	etravirine	ETRAVIRIN	ETRAVIRIN	0	1	9	1
eukreas	eucreas	EKREA	EKREA	0	1	7	1
eupressy	eupressyl	EPRESI	EPRESIL	1	1	8	1
euratesim	eurartesim	ERATESIM	ERARTESIM	1	1	9	1
eurofac	euronac	EROFAK	ERONAK	1	1	7	0
eurona	euronac	ERONA	ERONAK	1	1	6	0
eurpessyl	eupressyl	ERPESIL	EPRESIL	2	1	9	1
evera	evra	EVERA	EVRA	1	1	5	0
exajde	exjade	EXAJD	EXJAD	2	1	6	1
exasyl	exacyl	EXASIL	EXASIL	0	1	6	1
exium	nexium	EXIUM	NEXIUM	1	0	5	1
exocrine	exocine	EXOKRIN	EXOSIN	2	1	8	0
exomuq	exomuc	EXOMUK	EXOMUK	0	1	6	1
explanon	nexplanon	EXPLANON	NEXPLANON	1	0	8	1
exteerne	externe	EXTERN	EXTERN	0	1	8	1
extene	externe	EXTAN	EXTERN	2	1	6	1
extrne	externe	EXTRN	EXTERN	1	1	6	1
eysine	eosine	EISIN	EOSIN	1	1	6	0
ezetimib	ezetimibe	EZETIMIB	EZETIMIB	0	1	8	1
brile	bile	BRIL	BIL	1	1	5	0
facteu	facteur	FAKT	FAKTER	2	1	6	1
falgyl	flagyl	FALJIL	FLAJIL	2	1	6	1
faridak	farydak	FARIDAK	FARIDAK	0	1	7	1
fartane	factane	FARTAN	FAKTAN	1	1	7	0
faturtec	fasturtec	FATURTEK	FASTURTEK	1	1	8	1
fayant	ayant	FAIAN	AIAN	1	0	6	0
feger	leger	FEJ	LEJ	1	0	5	0
feron	fero	FERON	FERO	1	1	5	0
ferrostrabne	ferrostrane	FEROSTRABN	FEROSTRAN	1	1	12	1
feuillet	feuille	FEI	FEIL	1	1	8	0
fevre	fievre	FEVR	FIEVR	1	1	5	0
fibrinogenes	fibrinogene	FIBRINOJAN	FIBRINOJAN	0	1	12	1
fibrinogne	fibrinogene	FIBRINON	FIBRINOJAN	2	1	10	1
fibrnogene	fibrinogene	FIBRNOJAN	FIBRINOJAN	1	1	10	1
fiebre	fievre	FIEBR	FIEVR	1	1	6	1
fievres	fievre	FIEVR	FIEVR	0	1	7	1
figolimod	fingolimod	FIGOLIMO	FINGOLIMO	1	1	9	1
